BJD-2454833.0,raw,ost_decorr,ost_tfa,err
2080.38929428,12.91716,12.91351,12.913778,0.00106
2080.40972621,12.91595,12.91247,12.913164,0.00102
2080.43015805,12.91712,12.91359,12.913268,0.00106
2080.45058978,12.917,12.91369,12.912868,0.00103
2080.47102171,12.91477,12.91212,12.91295,0.00091
2080.49145354,12.91448,12.91311,12.913177,0.00093
2080.51188538,12.91411,12.91294,12.913227,0.0009
2080.53231721,12.914,12.91358,12.913196,0.00092
2080.55274904,12.91207,12.91266,12.912902,0.00087
2080.57318087,12.91149,12.91243,12.912506,0.00087
2080.5936127,12.91083,12.91261,12.912561,0.00086
2080.61404453,12.90984,12.91232,12.912741,0.00082
2080.63447636,12.90906,12.91198,12.912936,0.00082
2080.65490829,12.90943,12.91271,12.9125,0.00089
2080.67534002,12.90851,12.91232,12.912411,0.00085
2080.69577185,12.90799,12.91233,12.912356,0.00083
2080.71620368,12.90687,12.91188,12.912081,0.00076
2080.73663551,12.90507,12.91032,12.911659,0.00064
2080.75706724,12.90665,12.91203,12.91265,0.00061
2080.77749917,12.90777,12.91309,12.912902,0.00061
2080.797931,12.90794,12.91318,12.913439,0.00057
2080.81836292,12.91585,12.91258,12.912683,0.00088
2080.83879465,12.91709,12.91364,12.913011,0.00106
2080.85922648,12.91656,12.91328,12.912876,0.00097
2080.87965841,12.91557,12.9131,12.912275,0.00098
2080.90009013,12.91508,12.91382,12.913002,0.00097
2080.92052196,12.91303,12.91276,12.912797,0.00088
2080.94095388,12.91286,12.9129,12.912663,0.0009
2080.96138561,12.91272,12.9131,12.912789,0.00087
2080.98181744,12.9119,12.91304,12.912709,0.00085
2081.00224936,12.9115,12.91322,12.91267,0.00085
2081.02268118,12.9115,12.91372,12.912872,0.00086
2081.04311291,12.91001,12.91268,12.912855,0.00082
2081.06354483,12.9098,12.91326,12.912819,0.00087
2081.08397666,12.90871,12.91282,12.912727,0.00081
2081.10440838,12.90858,12.91301,12.913382,0.00077
2081.1248403,12.90802,12.91178,12.912792,0.00073
2081.14527213,12.90785,12.91295,12.91291,0.0007
2081.16570385,12.90791,12.91315,12.913144,0.00065
2081.18613577,12.90748,12.91263,12.912925,0.00061
2081.20656759,12.90832,12.9134,12.913423,0.00061
2081.22699952,12.90704,12.91197,12.912837,0.00049
2081.24743124,12.90762,12.91251,12.912754,0.0005
2081.26786306,12.90793,12.91279,12.913308,0.00045
2081.28829498,12.90719,12.91201,12.912696,0.00042
2081.3087267,12.91523,12.91187,12.911921,0.00085
2081.32915852,12.9145,12.9117,12.912092,0.00095
2081.34959044,12.91379,12.9119,12.912246,0.00091
2081.37002216,12.91366,12.91283,12.912831,0.00091
2081.39045398,12.91252,12.91238,12.912791,0.00086
2081.4108858,12.91137,12.91281,12.912895,0.00081
2081.43131762,12.91025,12.91258,12.91279,0.00081
2081.45174944,12.91021,12.91311,12.912769,0.00085
2081.47218126,12.90864,12.91273,12.912677,0.0008
2081.49261307,12.90852,12.91305,12.91281,0.00074
2081.51304489,12.90819,12.91288,12.912717,0.00066
2081.53347671,12.90864,12.91343,12.913201,0.0006
2081.55390853,12.9087,12.91335,12.913589,0.00057
2081.57434034,12.90819,12.91268,12.913118,0.00048
2081.59477226,12.90794,12.91237,12.912794,0.00044
2081.61520398,12.90576,12.91177,12.911796,0.00041
2081.63563589,12.90752,12.91302,12.912545,0.00037
2081.65606771,12.90641,12.91288,12.912525,0.00039
2081.67649942,12.90448,12.91204,12.912078,0.00044
2081.69693134,12.90435,12.91247,12.911807,0.0005
2081.71736315,12.90394,12.91265,12.912298,0.00068
2081.73779487,12.90493,12.91333,12.912682,0.00075
2081.75822678,12.90455,12.91249,12.912752,0.0008
2081.7786586,12.90689,12.91347,12.912455,0.00086
2081.81952222,12.91258,12.90999,12.912101,0.00073
2081.83995404,12.91424,12.91133,12.91231,0.00086
2081.86038585,12.91577,12.91345,12.91274,0.00091
2081.88081766,12.91527,12.91387,12.912966,0.00094
2081.90124948,12.91442,12.91299,12.912512,0.00091
2081.92168129,12.91492,12.91431,12.9131,0.00091
2081.9421131,12.91348,12.91347,12.912888,0.00087
2081.96254491,12.91218,12.91338,12.91345,0.00082
2081.98297672,12.9121,12.91344,12.913314,0.00084
2082.00340853,12.91158,12.91319,12.913285,0.00083
2082.02384034,12.91167,12.91379,12.913056,0.00088
2082.04427225,12.91219,12.91358,12.912875,0.00084
2082.06470406,12.90969,12.91287,12.913259,0.00077
2082.08513577,12.90926,12.91273,12.91263,0.00075
2082.10556768,12.90903,12.91265,12.912948,0.00074
2082.12599939,12.90676,12.91059,12.911928,0.00063
2082.1464312,12.90718,12.91117,12.911757,0.0006
2082.16686311,12.90836,12.91227,12.911985,0.00066
2082.18729482,12.90758,12.91147,12.911782,0.00061
2082.20772663,12.90814,12.91196,12.912244,0.00059
2082.22815853,12.90796,12.91175,12.912171,0.00057
2082.24859024,12.90726,12.91093,12.911803,0.00051
2082.26902205,12.90714,12.91077,12.912699,0.00048
2082.28945396,12.91714,12.91235,12.912523,0.00086
2082.30988566,12.91823,12.91342,12.913003,0.00101
2082.33031747,12.91782,12.91332,12.912628,0.00099
2082.35074937,12.9174,12.91346,12.912614,0.00096
2082.37118108,12.91554,12.913,12.91335,0.00086
2082.39161289,12.91489,12.91292,12.913273,0.00085
2082.41204479,12.91535,12.91371,12.913292,0.0009
2082.4324766,12.91518,12.91397,12.913371,0.00089
2082.4529084,12.91391,12.9132,12.913129,0.00086
2082.47334021,12.91386,12.91365,12.913346,0.00085
2082.49377201,12.91279,12.91335,12.912796,0.00082
2082.51420391,12.9116,12.91287,12.912752,0.00079
2082.53463562,12.91069,12.91257,12.912341,0.00082
2082.55506742,12.91045,12.91275,12.913146,0.0008
2082.57549932,12.91526,12.9182,12.91414,0.00105
2082.59593103,12.90968,12.91316,12.913064,0.00078
2082.61636283,12.90812,12.9124,12.912487,0.0007
2082.63679473,12.90791,12.91249,12.91285,0.00061
2082.65722643,12.9083,12.91308,12.912706,0.0006
2082.67765823,12.90832,12.91327,12.912894,0.00056
2082.69809014,12.90879,12.91377,12.912572,0.00054
2082.71852184,12.90818,12.91316,12.912573,0.00049
2082.73895364,12.90795,12.91347,12.912896,0.00043
2082.75938554,12.90805,12.91387,12.913102,0.00041
2082.77981724,12.91409,12.91193,12.912318,0.0008
2082.80024914,12.91515,12.91285,12.912855,0.00091
2082.82068094,12.91334,12.91181,12.912332,0.00087
2082.84111264,12.91235,12.91146,12.912256,0.00084
2082.86154454,12.91109,12.91167,12.91195,0.00082
2082.88197634,12.91033,12.91143,12.911917,0.00079
2082.90240803,12.91032,12.91165,12.911781,0.00081
2082.92283993,12.90981,12.9114,12.912082,0.00079
2082.94327173,12.9089,12.91173,12.912515,0.00075
2082.96370343,12.90925,12.91246,12.912665,0.00076
2082.98413533,12.90956,12.91329,12.913002,0.00076
2083.00456712,12.90949,12.9135,12.913198,0.00075
2083.02499882,12.90915,12.91353,12.913205,0.00069
2083.04543072,12.90867,12.91326,12.912961,0.00063
2083.06586251,12.90872,12.91348,12.913278,0.00058
2083.08629421,12.90831,12.91329,12.913017,0.00055
2083.1067261,12.90876,12.91374,12.912838,0.00053
2083.1271579,12.90729,12.91228,12.91248,0.00049
2083.1475896,12.90785,12.91305,12.912574,0.00045
2083.16802149,12.90731,12.91281,12.912255,0.00042
2083.18845328,12.90708,12.9131,12.911832,0.00039
2083.20888518,12.90545,12.91247,12.911744,0.00037
2083.22931687,12.90459,12.91272,12.912148,0.00041
2083.24974867,12.90369,12.91279,12.912488,0.00046
2083.27018056,12.91472,12.9123,12.912449,0.00076
2083.29061225,12.91554,12.91252,12.912589,0.0009
2083.31104405,12.91461,12.9129,12.912707,0.00089
2083.33147594,12.91419,12.91285,12.913121,0.00086
2083.35190773,12.91257,12.9122,12.913196,0.00081
2083.37233943,12.91105,12.91205,12.91312,0.00076
2083.39277132,12.91055,12.91197,12.912571,0.00077
2083.41320311,12.91018,12.9127,12.913277,0.00082
2083.4336348,12.90951,12.91241,12.912893,0.00082
2083.45406669,12.90706,12.91068,12.91196,0.00072
2083.47449848,12.90796,12.91215,12.912179,0.00074
2083.49493017,12.90741,12.9119,12.911951,0.0007
2083.51536206,12.90733,12.91202,12.912151,0.00064
2083.53579385,12.90699,12.9118,12.912185,0.0006
2083.55622574,12.90737,12.91249,12.912548,0.00055
2083.57665743,12.90727,12.91242,12.912474,0.00052
2083.59708922,12.90784,12.913,12.912768,0.0005
2083.61752101,12.90723,12.91241,12.912679,0.00048
2083.6379528,12.90847,12.91405,12.913596,0.00044
2083.65838449,12.90642,12.91258,12.913119,0.00039
2083.67881638,12.90623,12.91286,12.912502,0.00037
2083.69924816,12.90605,12.91392,12.912659,0.00039
2083.71967985,12.90354,12.9121,12.912267,0.00043
2083.74011174,12.90148,12.91147,12.911939,0.0005
2083.78097531,12.91121,12.91167,12.912041,0.00084
2083.8014071,12.91102,12.91185,12.911951,0.00082
2083.82183889,12.91067,12.91233,12.912088,0.00084
2083.84227067,12.90939,12.91178,12.91206,0.00081
2083.86270246,12.90915,12.91208,12.912304,0.00084
2083.88313424,12.91338,12.91635,12.912412,0.00101
2083.90356603,12.90927,12.91289,12.91268,0.00081
2083.92399791,12.90968,12.91346,12.912804,0.00083
2083.9444296,12.90857,12.91291,12.912616,0.00075
2083.96486148,12.90864,12.91325,12.912859,0.00073
2083.98529327,12.90868,12.91355,12.912925,0.00072
2084.00572495,12.90531,12.91039,12.912243,0.0006
2084.02615684,12.90648,12.91187,12.911969,0.00057
2084.04658862,12.90696,12.9124,12.912058,0.00056
2084.0670203,12.90734,12.91281,12.912019,0.00052
2084.08745218,12.90725,12.91274,12.912056,0.00051
2084.10788397,12.90741,12.91292,12.912132,0.00049
2084.12831565,12.9072,12.91274,12.91198,0.00047
2084.14874753,12.9064,12.91262,12.91294,0.00044
2084.16917931,12.90738,12.9136,12.913413,0.00042
2084.1896111,12.90707,12.91371,12.91359,0.0004
2084.21004288,12.90719,12.91418,12.913364,0.00038
2084.23047466,12.90748,12.91489,12.913617,0.00037
2084.25090644,12.91389,12.91281,12.913707,0.00073
2084.27133822,12.91438,12.91286,12.914025,0.00084
2084.29177,12.91447,12.91338,12.913571,0.00088
2084.31220178,12.91346,12.91312,12.913588,0.00086
2084.33263356,12.91236,12.91278,12.913431,0.00082
2084.35306534,12.91133,12.91293,12.913052,0.0008
2084.37349712,12.90981,12.91209,12.912668,0.00076
2084.3939289,12.90959,12.91283,12.913381,0.00079
2084.41436067,12.90949,12.91344,12.913458,0.00079
2084.43479255,12.90913,12.9133,12.913175,0.00078
2084.45522423,12.90886,12.9134,12.913051,0.00076
2084.47565601,12.90841,12.91343,12.912924,0.00073
2084.49608789,12.90642,12.91186,12.912717,0.00062
2084.51651956,12.90623,12.91195,12.912612,0.00056
2084.53695134,12.90718,12.91299,12.912901,0.00054
2084.55738322,12.9076,12.91346,12.91306,0.0005
2084.57781489,12.90754,12.91342,12.912542,0.00048
2084.59824667,12.90665,12.91295,12.912904,0.00045
2084.61867855,12.90738,12.91404,12.913546,0.00041
2084.63911022,12.90787,12.91491,12.913436,0.00039
2084.659542,12.90875,12.91684,12.914215,0.00037
2084.67997387,12.9039,12.91312,12.913884,0.00042
2084.70040555,12.90339,12.91366,12.913457,0.00049
2084.72083742,12.90211,12.91304,12.913075,0.00052
2084.7412692,12.90982,12.91248,12.912541,0.00067
2084.76170097,12.90927,12.91164,12.91201,0.00075
2084.78213275,12.9093,12.91259,12.912162,0.0008
2084.80256452,12.90706,12.9115,12.91213,0.00073
2084.82299629,12.90693,12.91185,12.911755,0.00072
2084.84342807,12.90708,12.91233,12.911935,0.00072
2084.86385984,12.90699,12.91245,12.912413,0.00068
2084.88429161,12.90704,12.91297,12.912322,0.00058
2084.90472348,12.90713,12.91323,12.912389,0.00053
2084.92515516,12.90735,12.91347,12.913392,0.00048
2084.94558693,12.90787,12.91443,12.913563,0.00044
2084.9660188,12.90792,12.9149,12.913508,0.00041
2084.98645047,12.91641,12.91313,12.913223,0.00081
2085.00688224,12.91644,12.91306,12.913546,0.00095
2085.02731411,12.91558,12.91347,12.913291,0.0009
2085.04774578,12.91416,12.91335,12.913288,0.00087
2085.06817756,12.91239,12.91214,12.913094,0.00078
2085.08860942,12.91115,12.91201,12.913107,0.00079
2085.10904109,12.91044,12.91261,12.912982,0.00076
2085.12947296,12.90918,12.91181,12.91281,0.00074
2085.14990463,12.90922,12.91281,12.913385,0.00077
2085.1703364,12.90873,12.91305,12.913286,0.00076
2085.19076827,12.90785,12.91255,12.912775,0.00074
2085.21119994,12.90747,12.91277,12.912909,0.00071
2085.23163171,12.90687,12.91251,12.912286,0.00066
2085.25206358,12.9064,12.91231,12.912284,0.0006
2085.27249534,12.90641,12.91254,12.912284,0.00057
2085.29292701,12.90662,12.91293,12.912203,0.00052
2085.31335888,12.90511,12.91143,12.911791,0.00051
2085.33379065,12.90553,12.91186,12.911845,0.00049
2085.35422231,12.90589,12.91257,12.912203,0.00045
2085.37465418,12.90352,12.91027,12.911596,0.00049
2085.39508595,12.90475,12.91206,12.911507,0.00041
2085.41551761,12.90425,12.91193,12.91146,0.00039
2085.43594948,12.90189,12.90992,12.910846,0.00039
2085.45638124,12.90247,12.91138,12.911074,0.00039
2085.47681311,12.9147,12.91122,12.911842,0.00085
2085.49724477,12.91588,12.91158,12.911424,0.00103
2085.51767654,12.91468,12.91127,12.911786,0.00093
2085.5381084,12.91523,12.91189,12.912208,0.00094
2085.55854007,12.91512,12.91199,12.912293,0.00094
2085.57897183,12.91439,12.91187,12.912381,0.00086
2085.5994037,12.91393,12.91268,12.912578,0.00084
2085.61983536,12.91321,12.91306,12.912961,0.00083
2085.64026712,12.91222,12.91256,12.912497,0.00082
2085.66069899,12.91184,12.91283,12.913021,0.0008
2085.68113065,12.91065,12.91279,12.913057,0.00076
2085.70156241,12.90915,12.91193,12.912626,0.0007
2085.74242594,12.91421,12.91435,12.913273,0.00089
2085.7628577,12.91301,12.91353,12.913479,0.00086
2085.78328956,12.91131,12.91313,12.913463,0.00079
2085.80372132,12.91117,12.91354,12.913119,0.00082
2085.82415308,12.91023,12.91294,12.91251,0.00081
2085.84458484,12.90978,12.91103,12.913474,0.00082
2085.8650165,12.90988,12.91331,12.91332,0.00082
2085.88544836,12.90923,12.91301,12.912512,0.00082
2085.90588012,12.90791,12.91258,12.912378,0.00077
2085.92631178,12.90633,12.91148,12.912131,0.00071
2085.94674364,12.90665,12.91195,12.911744,0.00073
2085.9671754,12.90381,12.90932,12.911919,0.0007
2085.98760706,12.90719,12.91283,12.912356,0.00072
2086.00803892,12.90657,12.91247,12.912565,0.00069
2086.02847068,12.90649,12.91247,12.912254,0.00064
2086.04890234,12.90668,12.91294,12.912459,0.00059
2086.06933419,12.90609,12.91259,12.912567,0.00055
2086.08976595,12.9067,12.91323,12.912862,0.00053
2086.11019771,12.9063,12.91284,12.9126,0.00052
2086.13062947,12.90715,12.91372,12.912783,0.00046
2086.15106122,12.90751,12.91472,12.912806,0.00043
2086.17149298,12.90516,12.913,12.912427,0.00039
2086.19192474,12.90451,12.91269,12.912088,0.00039
2086.21235649,12.91054,12.91056,12.911812,0.00068
2086.23278835,12.91226,12.91184,12.912354,0.00081
2086.25322011,12.91344,12.91323,12.912421,0.00086
2086.27365176,12.91196,12.91231,12.912348,0.0008
2086.29408362,12.91225,12.91322,12.912782,0.00082
2086.31451537,12.91257,12.91425,12.913262,0.00083
2086.33494703,12.91015,12.91283,12.9128,0.00072
2086.35537888,12.91001,12.91328,12.912834,0.00077
2086.37581064,12.90996,12.91316,12.912768,0.00074
2086.39624229,12.9095,12.91325,12.912923,0.00078
2086.41667414,12.90871,12.91295,12.912584,0.00075
2086.4371059,12.90894,12.91346,12.912764,0.00078
2086.45753755,12.90536,12.91078,12.911298,0.0007
2086.4779694,12.90637,12.91196,12.91264,0.00071
2086.49840116,12.90734,12.91307,12.91226,0.00071
2086.51883281,12.90667,12.91272,12.91241,0.00068
2086.53926466,12.90669,12.91297,12.91209,0.0006
2086.55969632,12.90642,12.91294,12.912096,0.00058
2086.58012817,12.90538,12.91205,12.912275,0.00055
2086.60055992,12.90616,12.91284,12.912366,0.00052
2086.62099167,12.90537,12.91206,12.912458,0.00052
2086.64142342,12.90625,12.91295,12.911965,0.00048
2086.66185517,12.90593,12.91285,12.912505,0.00047
2086.68228692,12.90309,12.91085,12.912546,0.00045
2086.70271867,12.91333,12.91158,12.912549,0.00074
2086.72315042,12.91535,12.91258,12.91241,0.00091
2086.74358217,12.91444,12.91201,12.912554,0.00086
2086.76401392,12.9142,12.91322,12.912689,0.00084
2086.78444567,12.91279,12.91287,12.912808,0.00081
2086.80487742,12.91281,12.91315,12.912887,0.0008
2086.82530927,12.91254,12.9132,12.912868,0.00081
2086.84574092,12.91327,12.91423,12.912963,0.00086
2086.86617267,12.91105,12.91311,12.91356,0.00074
2086.88660452,12.90918,12.91225,12.912994,0.00069
2086.90703617,12.90905,12.91225,12.912514,0.00071
2086.92746801,12.90917,12.91295,12.912806,0.00075
2086.94789976,12.90851,12.9128,12.913046,0.00074
2086.96833141,12.90865,12.91339,12.912848,0.00077
2086.98876326,12.90728,12.91256,12.912778,0.00071
2087.009195,12.90631,12.91199,12.913132,0.00069
2087.02962665,12.90719,12.91326,12.912759,0.00068
2087.0500585,12.90675,12.91303,12.912767,0.00067
2087.07049024,12.90628,12.91273,12.912743,0.0006
2087.09092199,12.90634,12.91311,12.913033,0.00056
2087.11135374,12.90557,12.91251,12.91257,0.00055
2087.13178548,12.90592,12.91287,12.912746,0.00052
2087.15221723,12.90581,12.91278,12.913403,0.00053
2087.17264897,12.90499,12.91247,12.913767,0.00048
2087.19308072,12.91514,12.9134,12.913518,0.00077
2087.21351246,12.91616,12.91365,12.9138,0.00092
2087.23394421,12.91514,12.91371,12.913458,0.0009
2087.25437595,12.91243,12.91228,12.913079,0.00077
2087.27480779,12.91208,12.91275,12.912463,0.00078
2087.29523944,12.91106,12.91193,12.912251,0.00076
2087.31567118,12.91056,12.91215,12.912764,0.00077
2087.33610302,12.9096,12.91224,12.912767,0.00073
2087.35653467,12.90892,12.91199,12.912499,0.00071
2087.37696641,12.90783,12.91141,12.91205,0.00068
2087.39739825,12.90838,12.91265,12.912689,0.00073
2087.41782989,12.90767,12.91262,12.913189,0.00072
2087.43826164,12.90749,12.91303,12.913381,0.00071
2087.45869348,12.90713,12.91302,12.91292,0.0007
2087.47912512,12.9067,12.91326,12.913221,0.00067
2087.49955686,12.90512,12.91195,12.912874,0.0006
2087.5199887,12.90607,12.91317,12.912859,0.00056
2087.54042034,12.90574,12.91296,12.912964,0.00053
2087.56085208,12.90482,12.91206,12.91251,0.00051
2087.58128392,12.90471,12.91197,12.912735,0.00051
2087.60171556,12.90571,12.91344,12.913437,0.00045
2087.6221474,12.90369,12.91199,12.913149,0.00044
2087.64257914,12.90255,12.91122,12.912664,0.00043
2087.66301088,12.90404,12.91397,12.913652,0.0004
2087.70387436,12.91179,12.91357,12.913001,0.00077
2087.7243061,12.9091,12.91252,12.912479,0.00071
2087.74473794,12.91007,12.91348,12.912858,0.00074
2087.76516958,12.90981,12.91351,12.91238,0.00078
2087.78560132,12.90973,12.91363,12.912316,0.00078
2087.80603315,12.90984,12.91472,12.912984,0.00083
2087.82646479,12.9086,12.91421,12.913088,0.00077
2087.84689653,12.90877,12.9146,12.913302,0.00075
2087.86732837,12.90875,12.91482,12.913347,0.00076
2087.88776,12.90888,12.91514,12.91327,0.00076
2087.90819174,12.90899,12.9157,12.913341,0.00076
2087.92862358,12.90624,12.91314,12.912773,0.00065
2087.94905521,12.90571,12.9122,12.913211,0.00062
2087.96948695,12.90315,12.91064,12.911729,0.00058
2087.98991868,12.90324,12.91074,12.912229,0.00059
2088.01035042,12.90468,12.91219,12.91258,0.00054
2088.03078226,12.90532,12.91285,12.912607,0.00053
2088.05121389,12.90438,12.91192,12.912594,0.00052
2088.07164563,12.90609,12.91422,12.913239,0.00044
2088.09207746,12.90549,12.91393,12.913399,0.00042
2088.1125092,12.9013,12.91042,12.912363,0.00047
2088.13294083,12.90314,12.91251,12.912471,0.0004
2088.15337266,12.90184,12.91177,12.912439,0.00045
2088.1738044,12.91104,12.91283,12.912942,0.00069
2088.19423603,12.91177,12.91288,12.912605,0.00082
2088.21466786,12.90816,12.91105,12.912216,0.0007
2088.2350996,12.90766,12.91127,12.912151,0.00068
2088.25553123,12.90811,12.91181,12.912027,0.00071
2088.27596306,12.90737,12.91145,12.912013,0.00068
2088.2963948,12.90749,12.91229,12.911587,0.00078
2088.31682643,12.9073,12.91259,12.911803,0.00078
2088.33725826,12.90564,12.91168,12.911813,0.00071
2088.35768999,12.90499,12.91127,12.911311,0.00071
2088.37812182,12.90699,12.91291,12.911947,0.00066
2088.39855345,12.9062,12.91312,12.912238,0.0007
2088.41898519,12.90637,12.91344,12.912782,0.00065
2088.43941702,12.90357,12.911,12.912803,0.00061
2088.45984865,12.90379,12.91146,12.912751,0.00059
2088.48028038,12.90506,12.91273,12.912618,0.00058
2088.50071221,12.90608,12.91376,12.913283,0.00055
2088.52114384,12.9063,12.91398,12.913258,0.00054
2088.54157557,12.90486,12.91254,12.912934,0.00054
2088.5620074,12.90529,12.91321,12.912608,0.00047
2088.58243913,12.90531,12.91332,12.913076,0.00046
2088.60287076,12.90439,12.91274,12.912437,0.00045
2088.62330258,12.90302,12.91185,12.911986,0.00044
2088.64373431,12.9008,12.90986,12.911446,0.00047
2088.66416594,12.90982,12.91151,12.911819,0.00069
2088.68459777,12.91068,12.91273,12.912018,0.00074
2088.7050295,12.91002,12.91338,12.912067,0.00076
2088.72546123,12.90902,12.91279,12.91176,0.00073
2088.74589295,12.90836,12.91307,12.912347,0.00076
2088.76632458,12.90834,12.91323,12.912226,0.00076
2088.78675641,12.90735,12.9128,12.912695,0.00074
2088.80718813,12.90756,12.9134,12.912582,0.00074
2088.82761976,12.90665,12.91276,12.913074,0.00071
2088.84805159,12.90557,12.91216,12.912575,0.0007
2088.86848331,12.90528,12.91213,12.912783,0.0007
2088.88891494,12.90588,12.91293,12.912992,0.00068
2088.90934677,12.90415,12.91145,12.912617,0.00062
2088.92977849,12.9057,12.91327,12.913139,0.00058
2088.95021022,12.90476,12.91239,12.912605,0.00057
2088.97064194,12.90553,12.91316,12.912762,0.00054
2088.99107367,12.90317,12.91079,12.912421,0.00055
2089.01150539,12.90396,12.91185,12.91282,0.00051
2089.03193712,12.90422,12.91238,12.91296,0.00048
2089.05236884,12.90416,12.91244,12.913094,0.00047
2089.07280066,12.90328,12.91178,12.912875,0.00046
2089.09323239,12.90344,12.91253,12.912934,0.00041
2089.11366401,12.90318,12.91251,12.912296,0.0004
2089.13409584,12.90175,12.91191,12.913096,0.00043
2089.15452756,12.91348,12.91144,12.913007,0.00073
2089.17495918,12.91492,12.91289,12.912623,0.00093
2089.195391,12.91557,12.9136,12.913246,0.00088
2089.21582273,12.91429,12.91346,12.913127,0.00084
2089.23625435,12.91233,12.91292,12.912898,0.00077
2089.25668617,12.91211,12.91314,12.912558,0.00077
2089.27711789,12.91208,12.91343,12.9127,0.00079
2089.29754952,12.91093,12.91308,12.91342,0.00073
2089.31798134,12.91087,12.91369,12.913581,0.00072
2089.33841306,12.91064,12.91358,12.913343,0.00074
2089.35884468,12.90964,12.91302,12.913477,0.00069
2089.3792765,12.90918,12.91304,12.913431,0.00068
2089.39970812,12.91023,12.91405,12.913668,0.0007
2089.42013994,12.90833,12.91272,12.913488,0.00068
2089.44057166,12.90881,12.91347,12.913229,0.00073
2089.46100328,12.90848,12.91354,12.913315,0.00075
2089.4814351,12.908,12.91318,12.913456,0.00072
2089.50186682,12.90753,12.91319,12.912931,0.0007
2089.52229854,12.90674,12.91274,12.912573,0.00069
2089.54273026,12.90558,12.91174,12.912323,0.00067
2089.56316198,12.90646,12.91314,12.911953,0.00069
2089.5835937,12.90555,12.91225,12.912057,0.00069
2089.60402542,12.90519,12.91211,12.912098,0.00061
2089.62445713,12.90501,12.91203,12.91189,0.00061
2089.66532067,12.91399,12.91186,12.912399,0.00076
2089.68575229,12.91542,12.91308,12.912575,0.00093
2089.70618401,12.91554,12.91335,12.912515,0.00093
2089.72661582,12.91576,12.9136,12.912275,0.00096
2089.74704744,12.91577,12.91361,12.912258,0.00095
2089.76747926,12.91378,12.91351,12.912526,0.00084
2089.78791097,12.91281,12.91316,12.912366,0.00081
2089.80834259,12.91115,12.91207,12.912282,0.00073
2089.82877441,12.91116,12.91247,12.91255,0.00074
2089.84920612,12.91222,12.91354,12.912776,0.00078
2089.86963774,12.91599,12.91817,12.914239,0.00093
2089.89006955,12.91148,12.9137,12.912607,0.00077
2089.91050127,12.91179,12.91423,12.912962,0.00078
2089.93093298,12.90982,12.91335,12.912773,0.00072
2089.9513647,12.90904,12.91271,12.912227,0.00069
2089.97179641,12.9092,12.91287,12.912064,0.0007
2089.99222813,12.90955,12.9137,12.912507,0.00076
2090.01265984,12.90891,12.91289,12.912326,0.00073
2090.03309156,12.90889,12.91355,12.912577,0.00077
2090.05352327,12.90653,12.91201,12.912267,0.00073
2090.07395498,12.90524,12.91094,12.912389,0.00072
2090.0943867,12.90715,12.91329,12.912467,0.00073
2090.11481851,12.90654,12.91283,12.912712,0.00071
2090.13525012,12.90588,12.91225,12.912667,0.0007
2090.15568184,12.90641,12.91294,12.912452,0.00068
2090.17611365,12.90484,12.9116,12.91226,0.00063
2090.19654526,12.90456,12.91145,12.912125,0.00062
2090.21697697,12.90529,12.91225,12.91194,0.00061
2090.23740879,12.90657,12.91373,12.912608,0.00058
2090.2578404,12.90449,12.91173,12.912222,0.00056
2090.27827211,12.90504,12.91228,12.912486,0.00056
2090.29870392,12.90239,12.90963,12.912008,0.00057
2090.31913553,12.905,12.91225,12.91295,0.00053
2090.33956724,12.90562,12.91287,12.912936,0.00053
2090.35999905,12.90619,12.91344,12.913558,0.00051
2090.38043067,12.9159,12.91337,12.913787,0.00083
2090.40086238,12.91661,12.91337,12.912877,0.00099
2090.42129419,12.91574,12.91277,12.912651,0.00097
2090.4417258,12.91471,12.91228,12.912602,0.00093
2090.46215761,12.91239,12.91052,12.912554,0.00081
2090.48258932,12.91269,12.91138,12.911985,0.00084
2090.50302102,12.91196,12.91152,12.912219,0.00081
2090.52345273,12.9115,12.91174,12.912309,0.0008
2090.54388444,12.91212,12.91245,12.912181,0.00084
2090.56431615,12.91198,12.91245,12.912666,0.0008
2090.58474786,12.91093,12.91244,12.913138,0.00077
2090.60517957,12.91118,12.91257,12.913579,0.00078
2090.62561128,12.91145,12.91309,12.913112,0.00077
2090.64604308,12.91054,12.91282,12.91328,0.00074
2090.66647469,12.90939,12.91267,12.912971,0.00072
2090.6869064,12.90885,12.91255,12.912977,0.00072
2090.70733821,12.90844,12.91247,12.912571,0.00073
2090.72776981,12.90745,12.91225,12.912299,0.00075
2090.74820152,12.90676,12.91186,12.912384,0.00074
2090.76863333,12.90643,12.91205,12.911737,0.00072
2090.78906494,12.90649,12.91233,12.911761,0.00072
2090.80949674,12.90547,12.91177,12.911637,0.00071
2090.82992845,12.90474,12.91127,12.912059,0.00071
2090.85036005,12.90597,12.91266,12.912669,0.00068
2090.87079186,12.90567,12.91252,12.912664,0.00068
2090.89122347,12.90658,12.91351,12.913278,0.00064
2090.91165517,12.90656,12.91362,12.913585,0.00063
2090.93208698,12.90738,12.9146,12.913876,0.00058
2090.95251858,12.90576,12.91315,12.91376,0.0006
2090.97295029,12.90685,12.91377,12.91396,0.00058
2090.99338209,12.90565,12.91311,12.913184,0.00056
2091.0138138,12.90661,12.91408,12.91376,0.00053
2091.0342454,12.90622,12.9137,12.913628,0.0005
